,Datetime,Lai
104,2011-01-03 04:00:00,0.0
105,2011-01-03 04:30:00,0.0
106,2011-01-03 05:00:00,0.0
107,2011-01-03 05:30:00,0.0
108,2011-01-03 06:00:00,0.0
109,2011-01-03 06:30:00,0.0
110,2011-01-03 07:00:00,0.0
111,2011-01-03 07:30:00,0.0
112,2011-01-03 08:00:00,0.0
113,2011-01-03 08:30:00,0.0
114,2011-01-03 09:00:00,0.0
115,2011-01-03 09:30:00,0.0
116,2011-01-03 10:00:00,0.0
117,2011-01-03 10:30:00,0.0
118,2011-01-03 11:00:00,0.0
119,2011-01-03 11:30:00,0.0
120,2011-01-03 12:00:00,0.0
121,2011-01-03 12:30:00,0.0
122,2011-01-03 13:00:00,0.0
123,2011-01-03 13:30:00,0.0
124,2011-01-03 14:00:00,0.0
125,2011-01-03 14:30:00,0.0
126,2011-01-03 15:00:00,0.0
127,2011-01-03 15:30:00,0.0
128,2011-01-03 16:00:00,0.0
129,2011-01-03 16:30:00,0.0
130,2011-01-03 17:00:00,0.0
131,2011-01-03 17:30:00,0.0
132,2011-01-03 18:00:00,0.0
133,2011-01-03 18:30:00,0.0
134,2011-01-03 19:00:00,0.0
135,2011-01-03 19:30:00,0.0
136,2011-01-03 20:00:00,0.0
137,2011-01-03 20:30:00,0.0
138,2011-01-03 21:00:00,0.0
139,2011-01-03 21:30:00,0.0
140,2011-01-03 22:00:00,0.0
141,2011-01-03 22:30:00,0.0
142,2011-01-03 23:00:00,0.0
143,2011-01-03 23:30:00,0.0
144,2011-01-04 00:00:00,0.0
145,2011-01-04 00:30:00,0.0
146,2011-01-04 01:00:00,0.0
147,2011-01-04 01:30:00,0.0
148,2011-01-04 02:00:00,0.0
149,2011-01-04 02:30:00,0.0
150,2011-01-04 03:00:00,0.0
151,2011-01-04 03:30:00,0.0
152,2011-01-04 04:00:00,0.0
153,2011-01-04 04:30:00,0.0
154,2011-01-04 05:00:00,0.0
155,2011-01-04 05:30:00,0.0
156,2011-01-04 06:00:00,0.0
157,2011-01-04 06:30:00,0.0
158,2011-01-04 07:00:00,0.0
159,2011-01-04 07:30:00,0.0
160,2011-01-04 08:00:00,0.0
161,2011-01-04 08:30:00,0.0
162,2011-01-04 09:00:00,0.0
163,2011-01-04 09:30:00,0.0
164,2011-01-04 10:00:00,0.0
165,2011-01-04 10:30:00,0.0
166,2011-01-04 11:00:00,0.0
167,2011-01-04 11:30:00,0.0
168,2011-01-04 12:00:00,0.0
169,2011-01-04 12:30:00,0.0
170,2011-01-04 13:00:00,0.0
171,2011-01-04 13:30:00,0.0
172,2011-01-04 14:00:00,0.0
173,2011-01-04 14:30:00,0.0
174,2011-01-04 15:00:00,0.0
175,2011-01-04 15:30:00,0.0
176,2011-01-04 16:00:00,0.0
177,2011-01-04 16:30:00,0.0
178,2011-01-04 17:00:00,0.0
179,2011-01-04 17:30:00,0.0
180,2011-01-04 18:00:00,0.0
181,2011-01-04 18:30:00,0.0
182,2011-01-04 19:00:00,0.0
183,2011-01-04 19:30:00,0.0
184,2011-01-04 20:00:00,0.0
185,2011-01-04 20:30:00,0.0
186,2011-01-04 21:00:00,0.0
187,2011-01-04 21:30:00,0.0
188,2011-01-04 22:00:00,0.0
189,2011-01-04 22:30:00,0.0
190,2011-01-04 23:00:00,0.0
191,2011-01-04 23:30:00,0.0
192,2011-01-05 00:00:00,0.0
193,2011-01-05 00:30:00,0.0
194,2011-01-05 01:00:00,0.0
195,2011-01-05 01:30:00,0.0
196,2011-01-05 02:00:00,0.0
197,2011-01-05 02:30:00,0.0
198,2011-01-05 03:00:00,0.0
199,2011-01-05 03:30:00,0.0
200,2011-01-05 04:00:00,0.0
201,2011-01-05 04:30:00,0.0
202,2011-01-05 05:00:00,0.0
203,2011-01-05 05:30:00,0.0
204,2011-01-05 06:00:00,0.0
205,2011-01-05 06:30:00,0.0
206,2011-01-05 07:00:00,0.0
207,2011-01-05 07:30:00,0.0
208,2011-01-05 08:00:00,0.0
209,2011-01-05 08:30:00,0.0
210,2011-01-05 09:00:00,0.0
211,2011-01-05 09:30:00,0.0
212,2011-01-05 10:00:00,0.0
213,2011-01-05 10:30:00,0.0
214,2011-01-05 11:00:00,0.0
215,2011-01-05 11:30:00,0.0
216,2011-01-05 12:00:00,0.0
217,2011-01-05 12:30:00,0.0
218,2011-01-05 13:00:00,0.0
219,2011-01-05 13:30:00,0.0
220,2011-01-05 14:00:00,0.0
221,2011-01-05 14:30:00,0.0
222,2011-01-05 15:00:00,0.0
223,2011-01-05 15:30:00,0.0
224,2011-01-05 16:00:00,0.0
225,2011-01-05 16:30:00,0.0
226,2011-01-05 17:00:00,0.0
227,2011-01-05 17:30:00,0.0
228,2011-01-05 18:00:00,0.0
229,2011-01-05 18:30:00,0.0
230,2011-01-05 19:00:00,0.0
231,2011-01-05 19:30:00,0.0
232,2011-01-05 20:00:00,0.0
233,2011-01-05 20:30:00,0.0
234,2011-01-05 21:00:00,0.0
235,2011-01-05 21:30:00,0.0
236,2011-01-05 22:00:00,0.0
237,2011-01-05 22:30:00,0.0
238,2011-01-05 23:00:00,0.0
239,2011-01-05 23:30:00,0.0
240,2011-01-06 00:00:00,0.0
241,2011-01-06 00:30:00,0.0
242,2011-01-06 01:00:00,0.0
243,2011-01-06 01:30:00,0.0
244,2011-01-06 02:00:00,0.0
245,2011-01-06 02:30:00,0.0
246,2011-01-06 03:00:00,0.0
247,2011-01-06 03:30:00,0.0
248,2011-01-06 04:00:00,0.0
249,2011-01-06 04:30:00,0.0
250,2011-01-06 05:00:00,0.0
251,2011-01-06 05:30:00,0.0
252,2011-01-06 06:00:00,0.0
253,2011-01-06 06:30:00,0.0
254,2011-01-06 07:00:00,0.0
255,2011-01-06 07:30:00,0.0
256,2011-01-06 08:00:00,0.0
257,2011-01-06 08:30:00,0.0
258,2011-01-06 09:00:00,0.0
259,2011-01-06 09:30:00,0.0
260,2011-01-06 10:00:00,0.0
261,2011-01-06 10:30:00,0.0
262,2011-01-06 11:00:00,0.0
263,2011-01-06 11:30:00,0.0
264,2011-01-06 12:00:00,0.0
265,2011-01-06 12:30:00,0.0
266,2011-01-06 13:00:00,0.0
267,2011-01-06 13:30:00,0.0
268,2011-01-06 14:00:00,0.0
269,2011-01-06 14:30:00,0.0
270,2011-01-06 15:00:00,0.0
271,2011-01-06 15:30:00,0.0
272,2011-01-06 16:00:00,0.0
273,2011-01-06 16:30:00,0.0
274,2011-01-06 17:00:00,0.0
275,2011-01-06 17:30:00,0.0
276,2011-01-06 18:00:00,0.0
277,2011-01-06 18:30:00,0.0
278,2011-01-06 19:00:00,0.0
279,2011-01-06 19:30:00,0.0
280,2011-01-06 20:00:00,0.0
281,2011-01-06 20:30:00,0.0
282,2011-01-06 21:00:00,0.0
283,2011-01-06 21:30:00,0.0
284,2011-01-06 22:00:00,0.0
285,2011-01-06 22:30:00,0.0
286,2011-01-06 23:00:00,0.0
287,2011-01-06 23:30:00,0.0
288,2011-01-07 00:00:00,0.0
289,2011-01-07 00:30:00,0.0
290,2011-01-07 01:00:00,0.0
291,2011-01-07 01:30:00,0.0
292,2011-01-07 02:00:00,0.0
293,2011-01-07 02:30:00,0.0
294,2011-01-07 03:00:00,0.0
295,2011-01-07 03:30:00,0.0
296,2011-01-07 04:00:00,0.0
297,2011-01-07 04:30:00,0.0
298,2011-01-07 05:00:00,0.0
299,2011-01-07 05:30:00,0.0
300,2011-01-07 06:00:00,0.0
301,2011-01-07 06:30:00,0.0
302,2011-01-07 07:00:00,0.0
303,2011-01-07 07:30:00,0.0
304,2011-01-07 08:00:00,0.0
305,2011-01-07 08:30:00,0.0
306,2011-01-07 09:00:00,0.0
307,2011-01-07 09:30:00,0.0
308,2011-01-07 10:00:00,0.0
309,2011-01-07 10:30:00,0.0
310,2011-01-07 11:00:00,0.0
311,2011-01-07 11:30:00,0.0
312,2011-01-07 12:00:00,0.0
313,2011-01-07 12:30:00,0.0
314,2011-01-07 13:00:00,0.0
315,2011-01-07 13:30:00,0.0
316,2011-01-07 14:00:00,0.0
317,2011-01-07 14:30:00,0.0
318,2011-01-07 15:00:00,0.0
319,2011-01-07 15:30:00,0.0
320,2011-01-07 16:00:00,0.0
321,2011-01-07 16:30:00,0.0
322,2011-01-07 17:00:00,0.0
323,2011-01-07 17:30:00,0.0
324,2011-01-07 18:00:00,0.0
325,2011-01-07 18:30:00,0.0
326,2011-01-07 19:00:00,0.0
327,2011-01-07 19:30:00,0.0
328,2011-01-07 20:00:00,0.0
329,2011-01-07 20:30:00,0.0
330,2011-01-07 21:00:00,0.0
331,2011-01-07 21:30:00,0.0
332,2011-01-07 22:00:00,0.0
333,2011-01-07 22:30:00,0.0
334,2011-01-07 23:00:00,0.0
335,2011-01-07 23:30:00,0.0
336,2011-01-08 00:00:00,0.0
337,2011-01-08 00:30:00,0.0
338,2011-01-08 01:00:00,0.0
339,2011-01-08 01:30:00,0.0
340,2011-01-08 02:00:00,0.0
341,2011-01-08 02:30:00,0.0
342,2011-01-08 03:00:00,0.0
343,2011-01-08 03:30:00,0.0
344,2011-01-08 04:00:00,0.0
345,2011-01-08 04:30:00,0.0
346,2011-01-08 05:00:00,0.0
347,2011-01-08 05:30:00,0.0
348,2011-01-08 06:00:00,0.0
349,2011-01-08 06:30:00,0.0
350,2011-01-08 07:00:00,0.0
351,2011-01-08 07:30:00,0.0
352,2011-01-08 08:00:00,0.0
353,2011-01-08 08:30:00,0.0
354,2011-01-08 09:00:00,0.0
355,2011-01-08 09:30:00,0.0
356,2011-01-08 10:00:00,0.0
357,2011-01-08 10:30:00,0.0
358,2011-01-08 11:00:00,0.0
359,2011-01-08 11:30:00,0.0
360,2011-01-08 12:00:00,0.0
361,2011-01-08 12:30:00,0.0
362,2011-01-08 13:00:00,0.0
363,2011-01-08 13:30:00,0.0
364,2011-01-08 14:00:00,0.0
365,2011-01-08 14:30:00,0.0
366,2011-01-08 15:00:00,0.0
367,2011-01-08 15:30:00,0.0
368,2011-01-08 16:00:00,0.0
369,2011-01-08 16:30:00,0.0
370,2011-01-08 17:00:00,0.0
371,2011-01-08 17:30:00,0.0
372,2011-01-08 18:00:00,0.0
373,2011-01-08 18:30:00,0.0
374,2011-01-08 19:00:00,0.0
375,2011-01-08 19:30:00,0.0
376,2011-01-08 20:00:00,0.0
377,2011-01-08 20:30:00,0.0
378,2011-01-08 21:00:00,0.0
379,2011-01-08 21:30:00,0.0
380,2011-01-08 22:00:00,0.0
381,2011-01-08 22:30:00,0.0
382,2011-01-08 23:00:00,0.0
383,2011-01-08 23:30:00,0.0
384,2011-01-09 00:00:00,0.0
385,2011-01-09 00:30:00,0.0
386,2011-01-09 01:00:00,0.0
387,2011-01-09 01:30:00,0.0
388,2011-01-09 02:00:00,0.0
389,2011-01-09 02:30:00,0.0
390,2011-01-09 03:00:00,0.0
391,2011-01-09 03:30:00,0.0
392,2011-01-09 04:00:00,0.0
393,2011-01-09 04:30:00,0.0
394,2011-01-09 05:00:00,0.0
395,2011-01-09 05:30:00,0.0
396,2011-01-09 06:00:00,0.0
397,2011-01-09 06:30:00,0.0
398,2011-01-09 07:00:00,0.0
399,2011-01-09 07:30:00,0.0
400,2011-01-09 08:00:00,0.0
401,2011-01-09 08:30:00,0.0
402,2011-01-09 09:00:00,0.0
403,2011-01-09 09:30:00,0.0
404,2011-01-09 10:00:00,0.0
405,2011-01-09 10:30:00,0.0
406,2011-01-09 11:00:00,0.0
407,2011-01-09 11:30:00,0.0
408,2011-01-09 12:00:00,0.0
409,2011-01-09 12:30:00,0.0
410,2011-01-09 13:00:00,0.0
411,2011-01-09 13:30:00,0.0
412,2011-01-09 14:00:00,0.0
413,2011-01-09 14:30:00,0.0
414,2011-01-09 15:00:00,0.0
415,2011-01-09 15:30:00,0.0
416,2011-01-09 16:00:00,0.0
417,2011-01-09 16:30:00,0.0
418,2011-01-09 17:00:00,0.0
419,2011-01-09 17:30:00,0.0
420,2011-01-09 18:00:00,0.0
421,2011-01-09 18:30:00,0.0
422,2011-01-09 19:00:00,0.0
423,2011-01-09 19:30:00,0.0
424,2011-01-09 20:00:00,0.0
425,2011-01-09 20:30:00,0.0
426,2011-01-09 21:00:00,0.0
427,2011-01-09 21:30:00,0.0
428,2011-01-09 22:00:00,0.0
429,2011-01-09 22:30:00,0.0
430,2011-01-09 23:00:00,0.0
431,2011-01-09 23:30:00,0.0
432,2011-01-10 00:00:00,0.0
433,2011-01-10 00:30:00,0.0
434,2011-01-10 01:00:00,0.0
435,2011-01-10 01:30:00,0.0
436,2011-01-10 02:00:00,0.0
437,2011-01-10 02:30:00,0.0
438,2011-01-10 03:00:00,0.0
439,2011-01-10 03:30:00,0.0
440,2011-01-10 04:00:00,0.0
441,2011-01-10 04:30:00,0.0
442,2011-01-10 05:00:00,0.0
443,2011-01-10 05:30:00,0.0
444,2011-01-10 06:00:00,0.0
445,2011-01-10 06:30:00,0.0
446,2011-01-10 07:00:00,0.0
447,2011-01-10 07:30:00,0.0
448,2011-01-10 08:00:00,0.0
449,2011-01-10 08:30:00,0.0
450,2011-01-10 09:00:00,0.0
451,2011-01-10 09:30:00,0.0
452,2011-01-10 10:00:00,0.0
453,2011-01-10 10:30:00,0.0
454,2011-01-10 11:00:00,0.0
455,2011-01-10 11:30:00,0.0
456,2011-01-10 12:00:00,0.0
457,2011-01-10 12:30:00,0.0
458,2011-01-10 13:00:00,0.0
459,2011-01-10 13:30:00,0.0
460,2011-01-10 14:00:00,0.0
461,2011-01-10 14:30:00,0.0
462,2011-01-10 15:00:00,0.0
463,2011-01-10 15:30:00,0.0
464,2011-01-10 16:00:00,0.0
465,2011-01-10 16:30:00,0.0
466,2011-01-10 17:00:00,0.0
467,2011-01-10 17:30:00,0.0
468,2011-01-10 18:00:00,0.0
469,2011-01-10 18:30:00,0.0
470,2011-01-10 19:00:00,0.0
471,2011-01-10 19:30:00,0.0
472,2011-01-10 20:00:00,0.0
473,2011-01-10 20:30:00,0.0
474,2011-01-10 21:00:00,0.0
475,2011-01-10 21:30:00,0.0
476,2011-01-10 22:00:00,0.0
477,2011-01-10 22:30:00,0.0
478,2011-01-10 23:00:00,0.0
479,2011-01-10 23:30:00,0.0
480,2011-01-11 00:00:00,0.0
481,2011-01-11 00:30:00,0.0
482,2011-01-11 01:00:00,0.0
483,2011-01-11 01:30:00,0.0
484,2011-01-11 02:00:00,0.0
485,2011-01-11 02:30:00,0.0
486,2011-01-11 03:00:00,0.0
487,2011-01-11 03:30:00,0.0
488,2011-01-11 04:00:00,0.0
489,2011-01-11 04:30:00,0.0
490,2011-01-11 05:00:00,0.0
491,2011-01-11 05:30:00,0.0
492,2011-01-11 06:00:00,0.0
493,2011-01-11 06:30:00,0.0
494,2011-01-11 07:00:00,0.0
495,2011-01-11 07:30:00,0.0
496,2011-01-11 08:00:00,0.0
497,2011-01-11 08:30:00,0.0
498,2011-01-11 09:00:00,0.0
499,2011-01-11 09:30:00,0.0
500,2011-01-11 10:00:00,0.0
501,2011-01-11 10:30:00,0.0
502,2011-01-11 11:00:00,0.0
503,2011-01-11 11:30:00,0.0
504,2011-01-11 12:00:00,0.0
505,2011-01-11 12:30:00,0.0
506,2011-01-11 13:00:00,0.0
507,2011-01-11 13:30:00,0.0
508,2011-01-11 14:00:00,0.0
509,2011-01-11 14:30:00,0.0
510,2011-01-11 15:00:00,0.0
511,2011-01-11 15:30:00,0.0
512,2011-01-11 16:00:00,0.0
513,2011-01-11 16:30:00,0.0
514,2011-01-11 17:00:00,0.0
515,2011-01-11 17:30:00,0.0
516,2011-01-11 18:00:00,0.0
517,2011-01-11 18:30:00,0.0
518,2011-01-11 19:00:00,0.0
519,2011-01-11 19:30:00,0.0
520,2011-01-11 20:00:00,0.0
521,2011-01-11 20:30:00,0.0
522,2011-01-11 21:00:00,0.0
523,2011-01-11 21:30:00,0.0
524,2011-01-11 22:00:00,0.0
525,2011-01-11 22:30:00,0.0
526,2011-01-11 23:00:00,0.0
527,2011-01-11 23:30:00,0.0
528,2011-01-12 00:00:00,0.0
529,2011-01-12 00:30:00,0.0
530,2011-01-12 01:00:00,0.0
531,2011-01-12 01:30:00,0.0
532,2011-01-12 02:00:00,0.0
533,2011-01-12 02:30:00,0.0
534,2011-01-12 03:00:00,0.0
535,2011-01-12 03:30:00,0.0
536,2011-01-12 04:00:00,0.0
537,2011-01-12 04:30:00,0.0
538,2011-01-12 05:00:00,0.0
539,2011-01-12 05:30:00,0.0
540,2011-01-12 06:00:00,0.0
541,2011-01-12 06:30:00,0.0
542,2011-01-12 07:00:00,0.0
543,2011-01-12 07:30:00,0.0
544,2011-01-12 08:00:00,0.0
545,2011-01-12 08:30:00,0.0
546,2011-01-12 09:00:00,0.0
547,2011-01-12 09:30:00,0.0
548,2011-01-12 10:00:00,0.0
549,2011-01-12 10:30:00,0.0
550,2011-01-12 11:00:00,0.0
551,2011-01-12 11:30:00,0.0
552,2011-01-12 12:00:00,0.0
553,2011-01-12 12:30:00,0.0
554,2011-01-12 13:00:00,0.0
555,2011-01-12 13:30:00,0.0
556,2011-01-12 14:00:00,0.0
557,2011-01-12 14:30:00,0.0
558,2011-01-12 15:00:00,0.0
559,2011-01-12 15:30:00,0.0
560,2011-01-12 16:00:00,0.0
561,2011-01-12 16:30:00,0.0
562,2011-01-12 17:00:00,0.0
563,2011-01-12 17:30:00,0.0
564,2011-01-12 18:00:00,0.0
565,2011-01-12 18:30:00,0.0
566,2011-01-12 19:00:00,0.0
567,2011-01-12 19:30:00,0.0
568,2011-01-12 20:00:00,0.0
569,2011-01-12 20:30:00,0.0
570,2011-01-12 21:00:00,0.0
571,2011-01-12 21:30:00,0.0
572,2011-01-12 22:00:00,0.0
573,2011-01-12 22:30:00,0.0
574,2011-01-12 23:00:00,0.0
575,2011-01-12 23:30:00,0.0
576,2011-01-13 00:00:00,0.0
577,2011-01-13 00:30:00,0.0
578,2011-01-13 01:00:00,0.0
579,2011-01-13 01:30:00,0.0
580,2011-01-13 02:00:00,0.0
581,2011-01-13 02:30:00,0.0
582,2011-01-13 03:00:00,0.0
583,2011-01-13 03:30:00,0.0
584,2011-01-13 04:00:00,0.0
585,2011-01-13 04:30:00,0.0
586,2011-01-13 05:00:00,0.0
587,2011-01-13 05:30:00,0.0
588,2011-01-13 06:00:00,0.0
589,2011-01-13 06:30:00,0.0
590,2011-01-13 07:00:00,0.0
591,2011-01-13 07:30:00,0.0
592,2011-01-13 08:00:00,0.0
593,2011-01-13 08:30:00,0.0
594,2011-01-13 09:00:00,0.0
595,2011-01-13 09:30:00,0.0
596,2011-01-13 10:00:00,0.0
597,2011-01-13 10:30:00,0.0
598,2011-01-13 11:00:00,0.0
599,2011-01-13 11:30:00,0.0
600,2011-01-13 12:00:00,0.0
601,2011-01-13 12:30:00,0.0
602,2011-01-13 13:00:00,0.0
603,2011-01-13 13:30:00,0.0
604,2011-01-13 14:00:00,0.0
605,2011-01-13 14:30:00,0.0
606,2011-01-13 15:00:00,0.0
607,2011-01-13 15:30:00,0.0
608,2011-01-13 16:00:00,0.0
609,2011-01-13 16:30:00,0.0
610,2011-01-13 17:00:00,0.0
611,2011-01-13 17:30:00,0.0
612,2011-01-13 18:00:00,0.0
613,2011-01-13 18:30:00,0.0
614,2011-01-13 19:00:00,0.0
615,2011-01-13 19:30:00,0.0
616,2011-01-13 20:00:00,0.0
617,2011-01-13 20:30:00,0.0
618,2011-01-13 21:00:00,0.0
619,2011-01-13 21:30:00,0.0
620,2011-01-13 22:00:00,0.0
621,2011-01-13 22:30:00,0.0
622,2011-01-13 23:00:00,0.0
623,2011-01-13 23:30:00,0.0
624,2011-01-14 00:00:00,0.0
625,2011-01-14 00:30:00,0.0
626,2011-01-14 01:00:00,0.0
627,2011-01-14 01:30:00,0.0
628,2011-01-14 02:00:00,0.0
629,2011-01-14 02:30:00,0.0
630,2011-01-14 03:00:00,0.0
631,2011-01-14 03:30:00,0.0
632,2011-01-14 04:00:00,0.0
633,2011-01-14 04:30:00,0.0
634,2011-01-14 05:00:00,0.0
635,2011-01-14 05:30:00,0.0
636,2011-01-14 06:00:00,0.0
637,2011-01-14 06:30:00,0.0
638,2011-01-14 07:00:00,0.0
639,2011-01-14 07:30:00,0.0
640,2011-01-14 08:00:00,0.0
641,2011-01-14 08:30:00,0.0
642,2011-01-14 09:00:00,0.0
643,2011-01-14 09:30:00,0.0
644,2011-01-14 10:00:00,0.0
645,2011-01-14 10:30:00,0.0
646,2011-01-14 11:00:00,0.0
647,2011-01-14 11:30:00,0.0
648,2011-01-14 12:00:00,0.0
649,2011-01-14 12:30:00,0.0
650,2011-01-14 13:00:00,0.0
651,2011-01-14 13:30:00,0.0
652,2011-01-14 14:00:00,0.0
653,2011-01-14 14:30:00,0.0
654,2011-01-14 15:00:00,0.0
655,2011-01-14 15:30:00,0.0
656,2011-01-14 16:00:00,0.0
657,2011-01-14 16:30:00,0.0
658,2011-01-14 17:00:00,0.0
659,2011-01-14 17:30:00,0.0
660,2011-01-14 18:00:00,0.0
661,2011-01-14 18:30:00,0.0
662,2011-01-14 19:00:00,0.0
663,2011-01-14 19:30:00,0.0
664,2011-01-14 20:00:00,0.0
665,2011-01-14 20:30:00,0.0
666,2011-01-14 21:00:00,0.0
667,2011-01-14 21:30:00,0.0
668,2011-01-14 22:00:00,0.0
669,2011-01-14 22:30:00,0.0
670,2011-01-14 23:00:00,0.0
671,2011-01-14 23:30:00,0.0
672,2011-01-15 00:00:00,0.0
673,2011-01-15 00:30:00,0.0
674,2011-01-15 01:00:00,0.0
675,2011-01-15 01:30:00,0.0
676,2011-01-15 02:00:00,0.0
677,2011-01-15 02:30:00,0.0
678,2011-01-15 03:00:00,0.0
679,2011-01-15 03:30:00,0.0
680,2011-01-15 04:00:00,0.0
681,2011-01-15 04:30:00,0.0
682,2011-01-15 05:00:00,0.0
683,2011-01-15 05:30:00,0.0
684,2011-01-15 06:00:00,0.0
685,2011-01-15 06:30:00,0.0
686,2011-01-15 07:00:00,0.0
687,2011-01-15 07:30:00,0.0
688,2011-01-15 08:00:00,0.0
689,2011-01-15 08:30:00,0.0
690,2011-01-15 09:00:00,0.0
691,2011-01-15 09:30:00,0.0
692,2011-01-15 10:00:00,0.0
693,2011-01-15 10:30:00,0.0
694,2011-01-15 11:00:00,0.0
695,2011-01-15 11:30:00,0.0
696,2011-01-15 12:00:00,0.0
697,2011-01-15 12:30:00,0.0
698,2011-01-15 13:00:00,0.0
699,2011-01-15 13:30:00,0.0
700,2011-01-15 14:00:00,0.0
701,2011-01-15 14:30:00,0.0
702,2011-01-15 15:00:00,0.0
703,2011-01-15 15:30:00,0.0
704,2011-01-15 16:00:00,0.0
705,2011-01-15 16:30:00,0.0
706,2011-01-15 17:00:00,0.0
707,2011-01-15 17:30:00,0.0
708,2011-01-15 18:00:00,0.0
709,2011-01-15 18:30:00,0.0
710,2011-01-15 19:00:00,0.0
711,2011-01-15 19:30:00,0.0
712,2011-01-15 20:00:00,0.0
713,2011-01-15 20:30:00,0.0
714,2011-01-15 21:00:00,0.0
715,2011-01-15 21:30:00,0.0
716,2011-01-15 22:00:00,0.0
717,2011-01-15 22:30:00,0.0
718,2011-01-15 23:00:00,0.0
719,2011-01-15 23:30:00,0.0
720,2011-01-16 00:00:00,0.0
721,2011-01-16 00:30:00,0.0
722,2011-01-16 01:00:00,0.0
723,2011-01-16 01:30:00,0.0
724,2011-01-16 02:00:00,0.0
725,2011-01-16 02:30:00,0.0
726,2011-01-16 03:00:00,0.0
727,2011-01-16 03:30:00,0.0
728,2011-01-16 04:00:00,0.0
729,2011-01-16 04:30:00,0.0
730,2011-01-16 05:00:00,0.0
731,2011-01-16 05:30:00,0.0
732,2011-01-16 06:00:00,0.0
733,2011-01-16 06:30:00,0.0
734,2011-01-16 07:00:00,0.0
